"State","County","f0408","f0812","f1216"
"IN","Crawford",0,0,0
"IN","Daviess",0,0,0
"IN","Dearborn",0,0,0
"IN","Decatur",0,0,0
"IN","DeKalb",0,0,0
"IN","Delaware",1,0,-1
"IN","Dubois",0,0,0
"IN","Elkhart",0,0,0
"IN","Fayette",0,0,0
"IN","Floyd",0,0,0
"IN","Fountain",0,0,0
"IN","Franklin",0,0,0
"IN","Fulton",0,0,0
"IN","Gibson",0,0,0
"IN","Grant",0,0,0
"IN","Greene",0,0,0
"IN","Hamilton",0,0,0
"IN","Hancock",0,0,0
"IN","Harrison",0,0,0
"IN","Hendricks",0,0,0
"IN","Henry",0,0,0
"IN","Howard",0,0,0
"IN","Huntington",0,0,0
"IN","Jackson",0,0,0
"IN","Jasper",0,0,0
"IN","Jay",0,0,0
"IN","Jefferson",0,0,0
"IN","Jennings",0,0,0
"IN","Johnson",0,0,0
"IN","Knox",0,0,0
"IN","Kosciusko",0,0,0
"IN","LaGrange",0,0,0
"IN","Lake",0,0,0
"IN","LaPorte",0,0,-1
"IN","Lawrence",0,0,0
"IN","Madison",1,-1,0
"IN","Marion",0,0,0
"IN","Marshall",0,0,0
"IN","Martin",0,0,0
"IN","Miami",0,0,0
"IN","Monroe",0,0,0
"IN","Montgomery",0,0,0
"IN","Morgan",0,0,0
"IN","Newton",0,0,0
"IN","Noble",0,0,0
"IN","Ohio",0,0,0
"IN","Orange",0,0,0
"IN","Owen",0,0,0
"IN","Parke",0,0,0
"IN","Perry",1,0,-1
"IN","Pike",0,0,0
"IN","Porter",1,0,-1
"IN","Posey",0,0,0
"IN","Pulaski",0,0,0
"IN","Putnam",0,0,0
"IN","Randolph",0,0,0
"IN","Ripley",0,0,0
"IN","Rush",0,0,0
"IN","Scott",0,0,0
"IN","Shelby",0,0,0
"IN","Spencer",1,-1,0
"IN","St. Joseph",1,0,0
"IN","Starke",1,-1,0
"IN","Steuben",0,0,0
"IN","Sullivan",0,0,0
"IN","Switzerland",0,0,0
"IN","Tippecanoe",1,-1,0
"IN","Tipton",0,0,0
"IN","Union",0,0,0
"IN","Vanderburgh",1,-1,0
"IN","Vermillion",1,-1,0
"IN","Vigo",1,0,-1
"IN","Wabash",0,0,0
"IN","Warren",0,0,0
"IN","Warrick",0,0,0
"IN","Washington",0,0,0
"IN","Wayne",0,0,0
"IN","Wells",0,0,0
"IN","White",0,0,0
"IN","Whitley",0,0,0
"KS","Allen",0,0,0
"KS","Anderson",0,0,0
"KS","Atchison",0,0,0
"KS","Barber",0,0,0
"KS","Barton",0,0,0
"KS","Bourbon",0,0,0
"KS","Brown",0,0,0
"KS","Butler",0,0,0
"KS","Chase",0,0,0
"KS","Chautauqua",0,0,0
"KS","Cherokee",0,0,0
"KS","Cheyenne",0,0,0
"KS","Clark",0,0,0
"KS","Clay",0,0,0
"KS","Cloud",0,0,0
"KS","Coffey",0,0,0
"KS","Comanche",0,0,0
"KS","Cowley",0,0,0
"KS","Crawford",1,-1,0
"KS","Decatur",0,0,0
"KS","Dickinson",0,0,0
"KS","Doniphan",0,0,0
"KS","Douglas",0,0,0
"KS","Edwards",0,0,0
"KS","Elk",0,0,0
"KS","Ellis",0,0,0
"KS","Ellsworth",0,0,0
"KS","Finney",0,0,0
"KS","Ford",0,0,0
"KS","Franklin",0,0,0
"KS","Geary",0,0,0
"KS","Gove",0,0,0
"KS","Graham",0,0,0
"KS","Grant",0,0,0
"KS","Gray",0,0,0
"KS","Greeley",0,0,0
"KS","Greenwood",0,0,0
"KS","Hamilton",0,0,0
"KS","Harper",0,0,0
"KS","Harvey",0,0,0
"KS","Haskell",0,0,0
"KS","Hodgeman",0,0,0
"KS","Jackson",0,0,0
"KS","Jefferson",0,0,0
"KS","Jewell",0,0,0
"KS","Johnson",0,0,0
"KS","Kearny",0,0,0
"KS","Kingman",0,0,0
"KS","Kiowa",0,0,0
"KS","Labette",0,0,0
"KS","Lane",0,0,0
"KS","Leavenworth",0,0,0
"KS","Lincoln",0,0,0
"KS","Linn",0,0,0
"KS","Logan",0,0,0
"KS","Lyon",0,0,0
"KS","Marion",0,0,0
"KS","Marshall",0,0,0
"KS","McPherson",0,0,0
"KS","Meade",0,0,0
"KS","Miami",0,0,0
"KS","Mitchell",0,0,0
"KS","Montgomery",0,0,0
"KS","Morris",0,0,0
"KS","Morton",0,0,0
"KS","Nemaha",0,0,0
"KS","Neosho",0,0,0
"KS","Ness",0,0,0
"KS","Norton",0,0,0
"KS","Osage",0,0,0
"KS","Osborne",0,0,0
"KS","Ottawa",0,0,0
"KS","Pawnee",0,0,0
"KS","Phillips",0,0,0
"KS","Pottawatomie",0,0,0
"KS","Pratt",0,0,0
"KS","Rawlins",0,0,0
"KS","Reno",0,0,0
"KS","Republic",0,0,0
"KS","Rice",0,0,0
"KS","Riley",0,0,0
"KS","Rooks",0,0,0
"KS","Rush",0,0,0
"KS","Russell",0,0,0
"KS","Saline",0,0,0
"KS","Scott",0,0,0
"KS","Sedgwick",0,0,0
"KS","Seward",0,0,0
"KS","Shawnee",0,0,0
"KS","Sheridan",0,0,0
"KS","Sherman",0,0,0
"KS","Smith",0,0,0
"KS","Stafford",0,0,0
"KS","Stanton",0,0,0
"KS","Stevens",0,0,0
"KS","Sumner",0,0,0
"KS","Thomas",0,0,0
"KS","Trego",0,0,0
"KS","Wabaunsee",0,0,0
"KS","Wallace",0,0,0
"KS","Washington",0,0,0
"KS","Wichita",0,0,0
"KS","Wilson",0,0,0
"KS","Woodson",0,0,0
"KS","Wyandotte",0,0,0
"KY","Adair",0,0,0
"KY","Allen",0,0,0
"KY","Anderson",0,0,0
"KY","Ballard",0,0,0
"KY","Barren",0,0,0
"KY","Bath",-1,0,0
"KY","Bell",0,0,0
"KY","Boone",0,0,0
"KY","Bourbon",0,0,0
"KY","Boyd",0,0,0
"KY","Boyle",0,0,0
"KY","Bracken",0,0,0
"KY","Breathitt",-1,0,0
"KY","Breckinridge",0,0,0
"KY","Bullitt",0,0,0
"KY","Butler",0,0,0
"KY","Caldwell",0,0,0
"KY","Calloway",0,0,0
"KY","Campbell",0,0,0
"KY","Carlisle",0,0,0
"KY","Carroll",0,0,0
"KY","Carter",-1,0,0
"KY","Casey",0,0,0
"KY","Christian",0,0,0
"KY","Clark",0,0,0
"KY","Clay",0,0,0
"KY","Clinton",0,0,0
"KY","Crittenden",0,0,0
"KY","Cumberland",0,0,0
"KY","Daviess",0,0,0
"KY","Edmonson",0,0,0
"KY","Elliott",0,0,-1
"KY","Estill",0,0,0
"KY","Fayette",1,0,0
"KY","Fleming",0,0,0
"KY","Floyd",-1,0,0
"KY","Franklin",0,1,-1
"KY","Fulton",0,0,0
"KY","Gallatin",0,0,0
"KY","Garrard",0,0,0
"KY","Grant",0,0,0
"KY","Graves",0,0,0
"KY","Grayson",0,0,0
"KY","Green",0,0,0
"KY","Greenup",0,0,0
"KY","Hancock",1,-1,0
"KY","Hardin",0,0,0
"KY","Harlan",0,0,0
"KY","Harrison",0,0,0
"KY","Hart",0,0,0
"KY","Henderson",1,-1,0
"KY","Henry",0,0,0
"KY","Hickman",0,0,0
"KY","Hopkins",0,0,0
"KY","Jackson",0,0,0
"KY","Jefferson",0,0,0
"KY","Jessamine",0,0,0
"KY","Johnson",0,0,0
"KY","Kenton",0,0,0
"KY","Knott",-1,0,0
"KY","Knox",0,0,0
"KY","LaRue",0,0,0
"KY","Laurel",0,0,0
"KY","Lawrence",0,0,0
"KY","Lee",0,0,0
"KY","Leslie",0,0,0
"KY","Letcher",0,0,0
"KY","Lewis",0,0,0
"KY","Lincoln",0,0,0
"KY","Livingston",0,0,0
"KY","Logan",0,0,0
"KY","Lyon",0,0,0
"KY","Madison",0,0,0
"KY","Magoffin",-1,0,0
"KY","Marion",0,0,0
"KY","Marshall",0,0,0
"KY","Martin",0,0,0
"KY","Mason",0,0,0
"KY","McCracken",0,0,0
"KY","McCreary",0,0,0
"KY","McLean",0,0,0
"KY","Meade",0,0,0
"KY","Menifee",0,-1,0
"KY","Mercer",0,0,0
"KY","Metcalfe",0,0,0
"KY","Monroe",0,0,0
"KY","Montgomery",0,0,0
"KY","Morgan",0,0,0
"KY","Muhlenberg",0,0,0
"KY","Nelson",0,0,0
"KY","Nicholas",0,0,0
"KY","Ohio",0,0,0
"KY","Oldham",0,0,0
"KY","Owen",0,0,0
"KY","Owsley",0,0,0
"KY","Pendleton",0,0,0
"KY","Perry",0,0,0
"KY","Pike",-1,0,0
"KY","Powell",0,0,0
"KY","Pulaski",0,0,0
"KY","Robertson",0,0,0
"KY","Rockcastle",0,0,0
"KY","Rowan",0,-1,0
"KY","Russell",0,0,0
"KY","Scott",0,0,0
"KY","Shelby",0,0,0
"KY","Simpson",0,0,0
"KY","Spencer",0,0,0
"KY","Taylor",0,0,0
"KY","Todd",0,0,0
"KY","Trigg",0,0,0
"KY","Trimble",0,0,0
"KY","Union",0,0,0
"KY","Warren",0,0,0
"KY","Washington",0,0,0
"KY","Wayne",0,0,0
"KY","Webster",0,0,0
"KY","Whitley",0,0,0
"KY","Wolfe",0,-1,0
"KY","Woodford",0,0,0
"LA","Acadia",0,0,0
"LA","Allen",0,0,0
"LA","Ascension",0,0,0
"LA","Assumption",-1,0,0
"LA","Avoyelles",0,0,0
"LA","Beauregard",0,0,0
"LA","Bienville",0,0,0
"LA","Bossier",0,0,0
"LA","Caddo",1,0,0
"LA","Calcasieu",0,0,0
"LA","Caldwell",0,0,0
"LA","Cameron",0,0,0
"LA","Catahoula",0,0,0
"LA","Claiborne",0,0,0
"LA","Concordia",0,0,0
"LA","DeSoto",0,0,0
"LA","East Baton Rouge",1,0,0
"LA","East Carroll",0,0,0
"LA","East Feliciana",0,0,0
"LA","Evangeline",0,0,0
"LA","Franklin",0,0,0
"LA","Grant",0,0,0
"LA","Iberia",0,0,0
"LA","Iberville",0,0,0
"LA","Jackson",0,0,0
"LA","Jefferson",0,0,0
"LA","Jefferson Davis",0,0,0
"LA","Lafayette",0,0,0
"LA","Lafourche",0,0,0
"LA","LaSalle",0,0,0
"LA","Lincoln",0,0,0
"LA","Livingston",0,0,0
"LA","Madison",0,0,0
"LA","Morehouse",0,0,0
"LA","Natchitoches",0,0,0
"LA","Orleans",0,0,0
"LA","Ouachita",0,0,0
"LA","Plaquemines",0,0,0
"LA","Pointe Coupee",-1,0,0
"LA","Rapides",0,0,0
"LA","Red River",0,0,0
"LA","Richland",0,0,0
"LA","Sabine",0,0,0
"LA","St. Bernard",0,0,0
"LA","St. Charles",0,0,0
"LA","St. Helena",0,0,0
"LA","St. James",0,0,0
"LA","St. John the Baptist",0,0,0
"LA","St. Landry",0,0,0
"LA","St. Martin",0,0,0
"LA","St. Mary",0,0,0
"LA","St. Tammany",0,0,0
"LA","Tangipahoa",0,0,0
"LA","Tensas",0,0,0
"LA","Terrebonne",0,0,0
"LA","Union",0,0,0
"LA","Vermilion",0,0,0
"LA","Vernon",0,0,0
"LA","Washington",0,0,0
"LA","Webster",0,0,0
"LA","West Baton Rouge",0,0,0
"LA","West Carroll",0,0,0
"LA","West Feliciana",0,0,0
"LA","Winn",0,0,0
"MA","Barnstable",0,0,0
"MA","Berkshire",0,0,0
"MA","Bristol",0,0,0
"MA","Dukes",0,0,0
"MA","Essex",0,0,0
"MA","Franklin",0,0,0
"MA","Hampden",0,0,0
"MA","Hampshire",0,0,0
"MA","Middlesex",0,0,0
"MA","Nantucket",0,0,0
"MA","Norfolk",0,0,0
"MA","Plymouth",0,0,0
"MA","Suffolk",0,0,0
"MA","Worcester",0,0,0
"MD","Allegany",0,0,0
"MD","Anne Arundel",0,0,1
"MD","Baltimore",0,0,0
"MD","Baltimore City",0,0,0
"MD","Calvert",0,0,0
"MD","Caroline",0,0,0
"MD","Carroll",0,0,0
"MD","Cecil",0,0,0
"MD","Charles",0,0,0
"MD","Dorchester",0,0,0
"MD","Frederick",0,0,0
"MD","Garrett",0,0,0
"MD","Harford",0,0,0
"MD","Howard",0,0,0
"MD","Kent",1,-1,0
"MD","Montgomery",0,0,0
"MD","Prince George's",0,0,0
"MD","Queen Anne's",0,0,0
"MD","Somerset",0,1,-1
"MD","St. Mary's",0,0,0
"MD","Talbot",0,0,0
"MD","Washington",0,0,0
"MD","Wicomico",0,0,0
"MD","Worcester",0,0,0
"ME","Androscoggin",0,0,-1
"ME","Aroostook",0,0,-1
"ME","Cumberland",0,0,0
"ME","Franklin",0,0,-1
"ME","Hancock",0,0,0
"ME","Kennebec",0,0,-1
"ME","Knox",0,0,0
"ME","Lincoln",0,0,0
"ME","Oxford",0,0,-1
"ME","Penobscot",0,0,-1
"ME","Piscataquis",0,0,0
"ME","Sagadahoc",0,0,0
"ME","Somerset",0,0,-1
"ME","Waldo",0,0,0
"ME","Washington",1,0,-1
"ME","York",0,0,0
"MI","Alcona",0,0,0
"MI","Alger",0,-1,0
"MI","Allegan",0,0,0
"MI","Alpena",1,-1,0
"MI","Antrim",0,0,0
"MI","Arenac",0,-1,0
"MI","Baraga",0,0,0
"MI","Barry",0,0,0
"MI","Bay",0,0,-1
"MI","Benzie",1,-1,0
"MI","Berrien",1,-1,0
"MI","Branch",0,0,0
"MI","Calhoun",1,0,-1
"MI","Cass",1,-1,0
"MI","Charlevoix",0,0,0
"MI","Cheboygan",0,0,0
"MI","Chippewa",0,0,0
"MI","Clare",1,-1,0
"MI","Clinton",1,-1,0
"MI","Crawford",0,0,0
"MI","Delta",1,-1,0
"MI","Dickinson",0,0,0
"MI","Eaton",1,0,-1
"MI","Emmet",0,0,0
"MI","Genesee",0,0,0
"MI","Gladwin",1,-1,0
"MI","Gogebic",0,0,-1
"MI","Grand Traverse",0,0,0
"MI","Gratiot",1,-1,0
"MI","Hillsdale",0,0,0
"MI","Houghton",0,0,0
"MI","Huron",0,0,0
"MI","Ingham",0,0,0
"MI","Ionia",0,0,0
"MI","Iosco",1,-1,0
"MI","Iron",1,-1,0
"MI","Isabella",0,0,-1
"MI","Jackson",1,-1,0
"MI","Kalamazoo",0,0,0
"MI","Kalkaska",0,0,0
"MI","Kent",1,-1,0
"MI","Keweenaw",0,0,0
"MI","Lake",0,0,-1
"MI","Lapeer",0,0,0
"MI","Leelanau",1,-1,0
"MI","Lenawee",1,-1,0
"MI","Livingston",0,0,0
"MI","Luce",0,0,0
"MI","Mackinac",0,0,0
"MI","Macomb",1,0,-1
"MI","Manistee",1,0,-1
"MI","Marquette",0,0,0
"MI","Mason",1,-1,0
"MI","Mecosta",0,0,0
"MI","Menominee",1,-1,0
"MI","Midland",0,0,0
"MI","Missaukee",0,0,0
"MI","Monroe",1,0,-1
"MI","Montcalm",0,0,0
"MI","Montmorency",0,0,0
"MI","Muskegon",0,0,0
"MI","Newaygo",0,0,0
"MI","Oakland",0,0,0
"MI","Oceana",1,-1,0
"MI","Ogemaw",1,-1,0
"MI","Ontonagon",1,-1,0
"MI","Osceola",0,0,0
"MI","Oscoda",0,0,0
"MI","Otsego",0,0,0
"MI","Ottawa",0,0,0
"MI","Presque Isle",1,-1,0
"MI","Roscommon",1,-1,0
"MI","Saginaw",0,0,-1
"MI","Sanilac",0,0,0
"MI","Schoolcraft",1,-1,0
"MI","Shiawassee",1,0,-1
"MI","St. Clair",1,-1,0
"MI","St. Joseph",0,0,0
"MI","Tuscola",0,0,0
"MI","Van Buren",1,0,-1
"MI","Washtenaw",0,0,0
"MI","Wayne",0,0,0
"MI","Wexford",0,0,0
"MN","Aitkin",1,-1,0
"MN","Anoka",0,0,0
"MN","Becker",0,0,0
"MN","Beltrami",0,0,-1
"MN","Benton",0,0,0
"MN","Big Stone",0,-1,0
"MN","Blue Earth",0,0,-1
"MN","Brown",0,0,0
"MN","Carlton",0,0,0
"MN","Carver",0,0,0
"MN","Cass",0,0,0
"MN","Chippewa",0,0,-1
"MN","Chisago",0,0,0
"MN","Clay",1,0,-1
"MN","Clearwater",0,0,0
"MN","Cook",0,0,0
"MN","Cottonwood",0,0,0
"MN","Crow Wing",0,0,0
"MN","Dakota",1,0,0
"MN","Dodge",0,0,0
"MN","Douglas",0,0,0
"MN","Faribault",0,0,0
"MN","Fillmore",0,0,-1
"MN","Freeborn",0,0,-1
"MN","Goodhue",0,0,0
"MN","Grant",1,-1,0
"MN","Hennepin",0,0,0
"MN","Houston",1,0,-1
"MN","Hubbard",0,0,0
"MN","Isanti",0,0,0
"MN","Itasca",0,0,-1
"MN","Jackson",0,0,0
"MN","Kanabec",0,0,0
"MN","Kandiyohi",0,0,0
"MN","Kittson",0,0,-1
"MN","Koochiching",0,0,-1
"MN","Lac Qui Parle",0,0,-1
"MN","Lake",0,0,0
"MN","Lake of the Woods",0,0,0
"MN","Le Sueur",0,0,0
"MN","Lincoln",1,-1,0
"MN","Lyon",0,0,0
"MN","Mahnomen",0,0,-1
"MN","Marshall",1,-1,0
"MN","Martin",0,0,0
"MN","McLeod",0,0,0
"MN","Meeker",0,0,0
"MN","Mille Lacs",0,0,0
"MN","Morrison",0,0,0
"MN","Mower",0,0,-1
"MN","Murray",1,-1,0
"MN","Nicollet",0,0,-1
"MN","Nobles",0,0,0
"MN","Norman",0,0,-1
"MN","Olmsted",1,0,0
"MN","Otter Tail",0,0,0
"MN","Pennington",1,-1,0
"MN","Pine",0,-1,0
"MN","Pipestone",0,0,0
"MN","Polk",1,-1,0
"MN","Pope",1,-1,0
"MN","Ramsey",0,0,0
"MN","Red Lake",1,-1,0
"MN","Redwood",0,0,0
"MN","Renville",0,0,0
"MN","Rice",0,0,-1
"MN","Rock",0,0,0
"MN","Roseau",0,0,0
"MN","Scott",0,0,0
"MN","Sherburne",0,0,0
"MN","Sibley",0,0,0
"MN","St. Louis",0,0,0
"MN","Stearns",0,0,0
"MN","Steele",0,0,0
"MN","Stevens",1,-1,0
"MN","Swift",0,0,-1
"MN","Todd",0,0,0
"MN","Traverse",1,0,-1
"MN","Wabasha",0,0,0
"MN","Wadena",0,0,0
"MN","Waseca",0,0,0
"MN","Washington",1,0,0
"MN","Watonwan",1,-1,0
"MN","Wilkin",0,0,0
"MN","Winona",0,0,-1
"MN","Wright",0,0,0
"MN","Yellow Medicine",1,-1,0
"MO","Adair",0,0,0
"MO","Andrew",0,0,0
"MO","Atchison",0,0,0
"MO","Audrain",0,0,0
"MO","Barry",0,0,0
"MO","Barton",0,0,0
"MO","Bates",0,0,0
"MO","Benton",0,0,0
"MO","Bollinger",0,0,0
"MO","Boone",1,0,0
"MO","Buchanan",1,-1,0
"MO","Butler",0,0,0
"MO","Caldwell",0,0,0
"MO","Callaway",0,0,0
"MO","Camden",0,0,0
"MO","Cape Girardeau",0,0,0
"MO","Carroll",0,0,0
"MO","Carter",0,0,0
"MO","Cass",0,0,0
"MO","Cedar",0,0,0
"MO","Chariton",0,0,0
"MO","Christian",0,0,0
"MO","Clark",0,0,0
"MO","Clay",0,0,0
"MO","Clinton",0,0,0
"MO","Cole",0,0,0
"MO","Cooper",0,0,0
"MO","Crawford",0,0,0
"MO","Dade",0,0,0
"MO","Dallas",0,0,0
"MO","Daviess",0,0,0
"MO","DeKalb",0,0,0
"MO","Dent",0,0,0
"MO","Douglas",0,0,0
"MO","Dunklin",0,0,0
"MO","Franklin",0,0,0
"MO","Gasconade",0,0,0
"MO","Gentry",0,0,0
"MO","Greene",0,0,0
"MO","Grundy",0,0,0
"MO","Harrison",0,0,0
"MO","Henry",0,0,0
"MO","Hickory",0,0,0
"MO","Holt",0,0,0
"MO","Howard",0,0,0
"MO","Howell",0,0,0
"MO","Iron",1,-1,0
"MO","Jackson",0,0,0
"MO","Jasper",0,0,0
"MO","Jefferson",1,-1,0
"MO","Johnson",0,0,0
"MO","Knox",0,0,0
"MO","LaClede",0,0,0
"MO","Lafayette",0,0,0
"MO","Lawrence",0,0,0
"MO","Lewis",0,0,0
"MO","Lincoln",0,0,0
"MO","Linn",0,0,0
"MO","Livingston",0,0,0
"MO","Macon",0,0,0
"MO","Madison",0,0,0
"MO","Maries",0,0,0
"MO","Marion",0,0,0
"MO","McDonald",0,0,0
"MO","Mercer",0,0,0
"MO","Miller",0,0,0
"MO","Mississippi",0,0,0
"MO","Moniteau",0,0,0
"MO","Monroe",0,0,0
"MO","Montgomery",0,0,0
"MO","Morgan",0,0,0
"MO","New Madrid",0,0,0
"MO","Newton",0,0,0
"MO","Nodaway",0,0,0
"MO","Oregon",0,0,0
"MO","Osage",0,0,0
"MO","Ozark",0,0,0
"MO","Pemiscot",0,0,0
"MO","Perry",0,0,0
"MO","Pettis",0,0,0
"MO","Phelps",0,0,0
"MO","Pike",0,0,0
"MO","Platte",0,0,0
"MO","Polk",0,0,0
"MO","Pulaski",0,0,0
"MO","Putnam",0,0,0
"MO","Ralls",0,0,0
"MO","Randolph",0,0,0
"MO","Ray",0,0,0
"MO","Reynolds",0,0,0
"MO","Ripley",0,0,0
"MO","Saline",0,0,0
"MO","Schuyler",0,0,0
"MO","Scotland",0,0,0
"MO","Scott",0,0,0
"MO","Shannon",0,0,0
"MO","Shelby",0,0,0
"MO","St. Charles",0,0,0
"MO","St. Clair",0,0,0
"MO","St. Francois",0,0,0
"MO","St. Louis City",0,0,0
"MO","St. Louis County",0,0,0
"MO","Ste. Genevieve",0,-1,0
"MO","Stoddard",0,0,0
"MO","Stone",0,0,0
"MO","Sullivan",0,0,0
"MO","Taney",0,0,0
"MO","Texas",0,0,0
"MO","Vernon",0,0,0
"MO","Warren",0,0,0
"MO","Washington",1,-1,0
"MO","Wayne",0,0,0
"MO","Webster",0,0,0
"MO","Worth",0,0,0
"MO","Wright",0,0,0
"MS","Adams",0,0,0
"MS","Alcorn",-1,0,0
"MS","Amite",0,0,0
"MS","Attala",0,0,0
"MS","Benton",-1,0,0
"MS","Bolivar",0,0,0
"MS","Calhoun",0,0,0
"MS","Carroll",0,0,0
"MS","Chickasaw",1,0,-1
"MS","Choctaw",0,0,0
"MS","Claiborne",0,0,0
"MS","Clarke",0,0,0
"MS","Clay",0,0,0
"MS","Coahoma",0,0,0
"MS","Copiah",1,0,0
"MS","Covington",0,0,0
"MS","DeSoto",0,0,0
"MS","Forrest",0,0,0
"MS","Franklin",0,0,0
"MS","George",0,0,0
"MS","Greene",0,0,0
"MS","Grenada",0,0,0
"MS","Hancock",0,0,0
"MS","Harrison",0,0,0
"MS","Hinds",0,0,0
"MS","Holmes",0,0,0
"MS","Humphreys",0,0,0
"MS","Issaquena",0,0,0
"MS","Itawamba",0,0,0
"MS","Jackson",0,0,0
"MS","Jasper",0,0,0
"MS","Jefferson",0,0,0
"MS","Jefferson Davis",0,0,0
"MS","Jones",0,0,0
"MS","Kemper",0,0,0
"MS","Lafayette",0,0,0
"MS","Lamar",0,0,0
"MS","Lauderdale",0,0,0
"MS","Lawrence",0,0,0
"MS","Leake",0,0,0
"MS","Lee",0,0,0
"MS","Leflore",0,0,0
"MS","Lincoln",0,0,0
"MS","Lowndes",0,0,0
"MS","Madison",0,0,0
"MS","Marion",0,0,0
"MS","Marshall",0,0,0
"MS","Monroe",0,0,0
"MS","Montgomery",0,0,0
"MS","Neshoba",0,0,0
"MS","Newton",0,0,0
"MS","Noxubee",0,0,0
"MS","Oktibbeha",1,0,0
"MS","Panola",1,0,-1
"MS","Pearl River",0,0,0
"MS","Perry",0,0,0
"MS","Pike",1,0,-1
"MS","Pontotoc",0,0,0
"MS","Prentiss",0,0,0
"MS","Quitman",0,0,0
"MS","Rankin",0,0,0
"MS","Scott",0,0,0
"MS","Sharkey",0,0,0
"MS","Simpson",0,0,0
"MS","Smith",0,0,0
"MS","Stone",0,0,0
"MS","Sunflower",0,0,0
"MS","Tallahatchie",0,0,0
